nctId,status,enrollment,enrollment_type,extracted_score,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,facility,city,state,zip,latitude,longitude,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_Black_or_African_American,Race_White,Race_More_than_one_race,Race_Unknown_or_Not_Reported
NCT02488083,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,"Maryland Laser, Skin, & Vein Institute",Baltimore,Maryland,21030,39.29038,-76.61219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02488083,UNKNOWN,60,ESTIMATED,I-VI,1,1,1,1,1,1,Skin Laser & Surgery Specialist of NY/NJ,Hackensack,New Jersey,07601,40.88593,-74.04347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01026441,TERMINATED,60,ESTIMATED,I-VI,1,1,1,1,1,1,Orange Coast Women's Medical Group,Laguna Hills,California,92653,33.61252,-117.71283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01026441,TERMINATED,60,ESTIMATED,I-VI,1,1,1,1,1,1,Kavali Plastic Surgery and Skin Renewal Center,Atlanta,Georgia,30342,33.749,-84.38798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05356754,COMPLETED,343,ACTUAL,"V, VI",0,0,0,0,1,1,University of California San Francisco,San Francisco,California,94143,37.77493,-122.41942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05356754,COMPLETED,343,ACTUAL,"V, VI",0,0,0,0,1,1,Diablo Clinical Research,Walnut Creek,California,94398,37.90631,-122.06496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05356754,COMPLETED,343,ACTUAL,"V, VI",0,0,0,0,1,1,University of Colorado Hospital,Aurora,Colorado,80045,39.72943,-104.83192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01053819,COMPLETED,6,ACTUAL,"I, II, III",1,1,1,0,0,0,UAB Dermatology,Birmingham,Alabama,35233,33.52066,-86.80249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06043102,COMPLETED,30,ACTUAL,All,1,1,1,1,1,1,Ablon Skin Institute & Research Center,Manhattan Beach,California,90266,33.88474,-118.41091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01452490,COMPLETED,50,ACTUAL,I-IV,1,1,1,1,0,0,Shoreline Foot and Ankle Center,New London,Connecticut,06320,41.35565,-72.09952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01452490,COMPLETED,50,ACTUAL,I-IV,1,1,1,1,0,0,Shoreline Foot and Ankle Center,Westbrook,Connecticut,06498,41.28538,-72.44759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03631368,UNKNOWN,20,ESTIMATED,I-VI,1,1,1,1,1,1,Laser & Skin Surgery Center of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01451476,COMPLETED,122,ACTUAL,"I, II",1,1,0,0,0,0,Stanford Dermatology,Redwood City,California,94603,37.48522,-122.23635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05321784,TERMINATED,1,ACTUAL,I-IV,1,1,1,1,0,0,OHSU Knight Cancer Institute,Portland,Oregon,97239,45.52345,-122.67621,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02526576,COMPLETED,34,ACTUAL,I-VI,1,1,1,1,1,1,Delmont Surgery Center,Delmont,Pennsylvania,15601,40.41312,-79.57032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02270645,COMPLETED,12,ACTUAL,"I, II, III, IV",1,1,1,1,0,0,University of Miami Hospital and Clinics/Sylvester Comprehensive Cancer Center,Miami,Florida,33136,25.77427,-80.19366,0.0,0.0,0.0,0.0,24.0,0.0,0.0
NCT04936919,COMPLETED,12,ACTUAL,I-III,1,1,1,0,0,0,RefinedMD,Los Gatos,California,95032,37.22661,-121.97468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02098811,COMPLETED,10,ACTUAL,I-VI,1,1,1,1,1,1,Aesthetic Pavilion,Staten Island,New York,103206,40.56233,-74.13986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02776852,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02755545,COMPLETED,127,ACTUAL,I-VI,1,1,1,1,1,1,"Stephens & Associates, Inc. Texas Research Center",Richardson,Texas,75081,32.94818,-96.72972,6.0,10.0,0.0,96.0,100.0,0.0,22.0
NCT02700932,UNKNOWN,15,ACTUAL,I-VI,1,1,1,1,1,1,Main Line Center for Laser Surgery,Ardmore,Pennsylvania,19003,40.00678,-75.28546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02765763,COMPLETED,45,ACTUAL,I-VI,1,1,1,1,1,1,"Advanced Dermatology, LLC",Lincolnshire,Illinois,60069,42.19002,-87.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01112787,COMPLETED,39,ACTUAL,All,1,1,1,1,1,1,HillTop Research Corporation,Scottsdale,Arizona,85251,33.50921,-111.89903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05882084,UNKNOWN,24,ESTIMATED,I-III,1,1,1,0,0,0,Integrative Skin Science and Research,Sacramento,California,95819,38.58157,-121.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06640998,ENROLLING_BY_INVITATION,150,ESTIMATED,I-VI,1,1,1,1,1,1,Candela Institute for Excellence,Marlborough,Massachusetts,01752,42.34593,-71.55229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01910818,ACTIVE_NOT_RECRUITING,12,ACTUAL,I-VI,1,1,1,1,1,1,"Wellman Center for Photomedicine, Massachusetts General Hospital",Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03767972,ENROLLING_BY_INVITATION,150,ESTIMATED,I-III,1,1,1,0,0,0,"University of California, Irvine, Dermatology Clinical Research Center",Irvine,California,92697,33.66946,-117.82311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02968719,COMPLETED,107,ACTUAL,All,1,1,1,1,1,1,Celerion,Phoenix,Arizona,85283,33.44838,-112.07404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03409965,COMPLETED,21,ACTUAL,I-VI,1,1,1,1,1,1,Moradi M.D.,Vista,California,92083,33.20004,-117.24254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03409965,COMPLETED,21,ACTUAL,I-VI,1,1,1,1,1,1,The Aesthetic Clinique,Santa Rosa Beach,Florida,32459,30.39603,-86.22883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00641420,COMPLETED,15,ACTUAL,IV-VI,0,0,0,1,1,1,Henry Ford Health System,Detroit,Michigan,48202,42.33143,-83.04575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03397862,COMPLETED,256,ACTUAL,"I, II, III",1,1,1,0,0,0,Celerion Inc.,Phoenix,Arizona,85283,33.44838,-112.07404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03397862,COMPLETED,256,ACTUAL,"I, II, III",1,1,1,0,0,0,Celerion Inc.,Lincoln,Nebraska,68502,40.8,-96.66696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04122456,RECRUITING,48,ESTIMATED,"I, II",1,1,0,0,0,0,Wright State Physicians,Fairborn,Ohio,45324,39.82089,-84.01938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02803099,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04048031,COMPLETED,70,ACTUAL,I-IV,1,1,1,1,0,0,Ablon Skin Institute & Research Center,Manhattan Beach,California,90266,33.88474,-118.41091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02936544,COMPLETED,11,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03400202,COMPLETED,44,ACTUAL,I-VI,1,1,1,1,1,1,SkinMedica Clinical Research and Innovation Center,Irvine,California,92612,33.66946,-117.82311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02770287,COMPLETED,11,ACTUAL,I-VI,1,1,1,1,1,1,Revive Wellness Center,Torrance,California,90505,33.83585,-118.34063,0.0,1.0,0.0,1.0,9.0,0.0,0.0
NCT05750914,COMPLETED,15,ACTUAL,I-IV,1,1,1,1,0,0,Rochester Dermatologic Surgery,Victor,New York,14654,42.98256,-77.40888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05202834,COMPLETED,3,ACTUAL,I-VI,1,1,1,1,1,1,FA Corporation,Lincoln,Rhode Island,02865,41.92111,-71.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,UCI Health Beckman Laser Institute & Medical Clinic,Irvine,California,92697,33.66946,-117.82311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,"Dermatology Cosmetic Associates of La Jolla, Inc. d/b/a West Dermatology Research Center",San Diego,California,92121,32.71571,-117.16472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,Skin and Cancer Associates (SCA) and the Center for Cosmetic Enhancement (CCE),Aventura,Florida,33180,25.95648,-80.13921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,"Maryland Dermatology, Laser, Skin & Vein Institute",Hunt Valley,Maryland,21030,39.49983,-76.64108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05171894,RECRUITING,84,ESTIMATED,I-VI,1,1,1,1,1,1,St. Luke's University Health Network,Bethlehem,Pennsylvania,18015,40.62593,-75.37046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04571567,COMPLETED,20,ACTUAL,IV-VI,0,0,0,1,1,1,Mount Sinai West Dermatolgy,New York,New York,10023,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04245696,WITHDRAWN,N/A,ACTUAL,I-VI,1,1,1,1,1,1,Candela Institute of Excellence,Marlborough,Massachusetts,01752,42.34593,-71.55229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06099080,ACTIVE_NOT_RECRUITING,10,ESTIMATED,"IV, V, VI",0,0,0,1,1,1,Vitiligo & Pigmentation Institute of Southern California,Los Angeles,California,90036,34.05223,-118.24368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06362941,COMPLETED,250,ACTUAL,I-VI,1,1,1,1,1,1,Dermatology Consulting Services,High Point,North Carolina,27262,35.95569,-80.00532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 005,Bakersfield,California,93309,35.37329,-119.01871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 006,Cerritos,California,90703,33.85835,-118.06479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 004,Lauderdale Lakes,Florida,33308,26.16647,-80.20838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 001,Miami,Florida,33015,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 002,Miami,Florida,33175,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 003,Miramar,Florida,33027,25.98731,-80.23227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05078827,COMPLETED,458,ACTUAL,All,1,1,1,1,1,1,CBCC Global Research Site 007,Sugarloaf,Pennsylvania,18249,41.98343,-76.12083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02452359,TERMINATED,54,ACTUAL,I-V,1,1,1,1,1,0,Rosenberg Plastic Surgery,Beverly Hills,California,90211,34.07362,-118.40036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02650505,COMPLETED,233,ACTUAL,I-IV,1,1,1,1,0,0,TKL Research Inc.,Fair Lawn,New Jersey,07410,40.94038,-74.13181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02988622,COMPLETED,100,ACTUAL,I-IV,1,1,1,1,0,0,"University of Iowa Health Care, Department of Dermatology",Iowa City,Iowa,52242,41.66113,-91.53017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03810833,COMPLETED,12,ACTUAL,I-VI,1,1,1,1,1,1,St. Louis Clinical Trials,St Louis,Missouri,63141,38.62727,-90.19789,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT07041489,RECRUITING,85,ESTIMATED,I-VI,1,1,1,1,1,1,Skin Wellness Dermatology,Birmingham,Alabama,35209,33.52066,-86.80249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT07041489,RECRUITING,85,ESTIMATED,I-VI,1,1,1,1,1,1,Center for Clinical and Cosmetic Research,Aventura,Florida,33180,25.95648,-80.13921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02260180,COMPLETED,119,ACTUAL,I-IV,1,1,1,1,0,0,Oregon Medical Research Center,Portland,Oregon,97223,45.52345,-122.67621,0.0,2.0,0.0,0.0,236.0,0.0,0.0
NCT02260180,COMPLETED,119,ACTUAL,I-IV,1,1,1,1,0,0,Philadelphia Institute of Dermatology,Fort Washington,Pennsylvania,19034,40.14178,-75.20906,0.0,2.0,0.0,0.0,236.0,0.0,0.0
NCT02260180,COMPLETED,119,ACTUAL,I-IV,1,1,1,1,0,0,"DermReseach, Inc.",Austin,Texas,78759,30.26715,-97.74306,0.0,2.0,0.0,0.0,236.0,0.0,0.0
NCT02260180,COMPLETED,119,ACTUAL,I-IV,1,1,1,1,0,0,"The Education & Research Foundation, Inc.",Lynchburg,Virginia,24501,37.41375,-79.14225,0.0,2.0,0.0,0.0,236.0,0.0,0.0
NCT05094700,COMPLETED,85,ACTUAL,I-VI,1,1,1,1,1,1,"Dermatology Consulting Services, PLLC",High Point,North Carolina,27262,35.95569,-80.00532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01313728,COMPLETED,26,ACTUAL,"I, II, III",1,1,1,0,0,0,Skin Study Center,Broomall,Pennsylvania,19008,39.9815,-75.35658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02457000,COMPLETED,59,ACTUAL,I-VI,1,1,1,1,1,1,University Hospitals Cleveland Medical Center,Cleveland,Ohio,44118,41.4995,-81.69541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02760576,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01813786,COMPLETED,9,ACTUAL,I-IV,1,1,1,1,0,0,Laser & Skin Surgery Center of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05254925,COMPLETED,34,ACTUAL,All,1,1,1,1,1,1,"Eurofins | CRL, Inc.",Piscataway,New Jersey,08854,40.49927,-74.39904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01162850,COMPLETED,21,ACTUAL,"II, III, IV",0,1,1,1,0,0,University of Miami Cosmetic Center,Miami,Florida,33140,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02778152,COMPLETED,13,ACTUAL,All,1,1,1,1,1,1,Nationwide Children's Hospital,Columbus,Ohio,43205,39.96118,-82.99879,0.0,1.0,0.0,1.0,11.0,0.0,0.0
NCT03969485,COMPLETED,7,ACTUAL,I-III,1,1,1,0,0,0,New Jersey Clinical Research Center,Montclair,New Jersey,07042,40.82593,-74.20903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05332743,COMPLETED,110,ACTUAL,All,1,1,1,1,1,1,Ablon Skin Institute and Research Center,Manhattan Beach,California,90266,33.88474,-118.41091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05332743,COMPLETED,110,ACTUAL,All,1,1,1,1,1,1,Integrative Skin Science and Research,Sacramento,California,95815,38.58157,-121.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03715049,COMPLETED,35,ACTUAL,All,1,1,1,1,1,1,UT Southwestern Medical Center Dept. of Plastic Surgery,Dallas,Texas,75390-9132,32.78306,-96.80667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03433417,COMPLETED,12,ACTUAL,I-VI,1,1,1,1,1,1,Cutera Research Center,Brisbane,California,94005,37.68077,-122.39997,0.0,2.0,0.0,1.0,9.0,0.0,0.0
NCT01686841,COMPLETED,11,ACTUAL,I-III,1,1,1,0,0,0,Massachusetts General Hospital,Boston,Massachusetts,02114,42.35843,-71.05977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01529983,ACTIVE_NOT_RECRUITING,20,ESTIMATED,I-III,1,1,1,0,0,0,"Northwestern University Feinberg School of Medicine, Department of Dermatology",Chicago,Illinois,60611,41.85003,-87.65005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Beverly Hills,California,90210,34.07362,-118.40036,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Los Angeles,California,90036,34.05223,-118.24368,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,San Diego,California,92121,32.71571,-117.16472,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Santa Monica,California,90404,34.01949,-118.49138,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Miami Beach,Florida,33137,25.79065,-80.13005,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,St. Petersburg,Florida,33716,27.77086,-82.67927,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Glenn Dale,Maryland,20769,38.98761,-76.82053,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Wellesley,Massachusetts,02481,42.29649,-71.29256,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Houston,Texas,77056,29.76328,-95.36327,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT01559922,COMPLETED,175,ACTUAL,All,1,1,1,1,1,1,Call Suneva for Info,Spokane,Washington,99204,47.65966,-117.42908,4.0,16.0,2.0,56.0,216.0,0.0,0.0
NCT03565146,COMPLETED,25,ACTUAL,I-V,1,1,1,1,1,0,Westlake Dermatology,Austin,Texas,78746,30.26715,-97.74306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02930746,COMPLETED,3,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04558242,UNKNOWN,50,ESTIMATED,I-VI,1,1,1,1,1,1,"NST Consultants, Inc.",Mendham,New Jersey,07945,40.77593,-74.60071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02754102,COMPLETED,35,ACTUAL,"I, II, III",1,1,1,0,0,0,N/A,Piscataway,New Jersey,08854,40.49927,-74.39904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02822274,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02968446,COMPLETED,33,ACTUAL,I-VI,1,1,1,1,1,1,University Hospitals,Cleveland,Ohio,44106,41.4995,-81.69541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT00103246,COMPLETED,43,ACTUAL,I-IV,1,1,1,1,0,0,"Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center",Cleveland,Ohio,44106-5065,41.4995,-81.69541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06202274,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Center for Morden Aesthetic Medicine,Jacksonville,Florida,32207,30.33218,-81.65565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06202274,ACTIVE_NOT_RECRUITING,500,ESTIMATED,I-VI,1,1,1,1,1,1,Candela Institue for Excellence,Marlborough,Massachusetts,01752,42.34593,-71.55229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT01745627,COMPLETED,43,ACTUAL,I-VI,1,1,1,1,1,1,Laser & Skin Surgery Center of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03302559,COMPLETED,29,ACTUAL,I-IV,1,1,1,1,0,0,SkinMedica Clinical Research and Innovation Center,Irvine,California,92612,33.66946,-117.82311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05011461,COMPLETED,40,ACTUAL,"I, II",1,1,0,0,0,0,"UC Davis Department of Dermatology, Clinical Trials Unit",Sacramento,California,95816,38.58157,-121.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02930785,COMPLETED,5,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03361176,COMPLETED,30,ACTUAL,I-VI,1,1,1,1,1,1,West Dermatology Research Center,San Diego,California,92121,32.71571,-117.16472,0.0,2.0,0.0,0.0,58.0,0.0,0.0
NCT03361176,COMPLETED,30,ACTUAL,I-VI,1,1,1,1,1,1,"Maryland Dermatology Laser, Skin and Vein Institute",Hunt Valley,Maryland,21030,39.49983,-76.64108,0.0,2.0,0.0,0.0,58.0,0.0,0.0
NCT06376409,COMPLETED,181,ACTUAL,All,1,1,1,1,1,1,Integrative Skin Science and Research,Sacramento,California,95815,38.58157,-121.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,Laser and Skin Surgery Center of Northern California,Sacramento,California,95816,38.58157,-121.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,"AboutSkin Research, LLC",Greenwood Village,Colorado,80111,39.61721,-104.95081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.77427,-80.19366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,Laser and Skin Surgery of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,"The Office of Brian Biesman, M.D.",Nashville,Tennessee,37203,36.16589,-86.78444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03793348,UNKNOWN,35,ESTIMATED,I-IV,1,1,1,1,0,0,Dallas Plastic Surgery Institute,Dallas,Texas,75231,32.78306,-96.80667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02995135,COMPLETED,10,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02067260,COMPLETED,N/A,N/A,"I, II, III, IV",1,1,1,1,0,0,Burke Pharmaceutical Research,Hot Springs,Arkansas,71913,34.5037,-93.05518,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02067260,COMPLETED,N/A,N/A,"I, II, III, IV",1,1,1,1,0,0,Hilltop Research,St. Petersburg,Florida,33710,27.77086,-82.67927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02067260,COMPLETED,N/A,N/A,"I, II, III, IV",1,1,1,1,0,0,NYU School of Medicine,New York,New York,10003,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02815241,COMPLETED,5,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT03472547,COMPLETED,234,ACTUAL,All,1,1,1,1,1,1,TKL Research,Fair Lawn,New Jersey,07410,40.94038,-74.13181,0.0,0.0,0.0,166.0,68.0,0.0,0.0
NCT02898350,COMPLETED,25,ACTUAL,I-V,1,1,1,1,1,0,"AboutSkin, Dermatology and Derm Surgery PC",Englewood,Colorado,80113,39.64777,-104.98776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02898350,COMPLETED,25,ACTUAL,I-V,1,1,1,1,1,0,Laser & Skin Surgery Center of New York,New York,New York,10016,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04540913,COMPLETED,202,ACTUAL,I-III,1,1,1,0,0,0,"United States, Florida",Bradenton,Florida,34209,27.49893,-82.57482,6.0,10.0,4.0,34.0,350.0,0.0,0.0
NCT01912950,COMPLETED,11,ACTUAL,I-III,1,1,1,0,0,0,Sadick Research Group,New York,New York,10075,40.71427,-74.00597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT02779829,COMPLETED,13,ACTUAL,I,1,0,0,0,0,0,N/A,Union,New Jersey,07083,40.6976,-74.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05755139,COMPLETED,60,ACTUAL,I-V,1,1,1,1,1,0,Westlake Dermatology,Austin,Texas,78746,30.26715,-97.74306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT05755139,COMPLETED,60,ACTUAL,I-V,1,1,1,1,1,0,The Pearl Dermatology,Houston,Texas,77027,29.76328,-95.36327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT06538415,RECRUITING,50,ESTIMATED,"II, III",0,1,1,0,0,0,Food Science and Human Nutrition,Gainesville,Florida,32608,29.65163,-82.32483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCT04147260,COMPLETED,85,ACTUAL,"I, II, III",1,1,1,0,0,0,"TKL Research, Inc.",Fair Lawn,New Jersey,07410,40.94038,-74.13181,0.0,4.0,2.0,0.0,160.0,0.0,4.0
