nctId,status,enrollment,enrollment_type,last_update_year,extracted_score,Type_I,Type_II,Type_III,Type_IV,Type_V,Type_VI,facility,city,state,zip,latitude,longitude,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_Black_or_African_American,Race_White,Race_More_than_one_race,Race_Unknown_or_Not_Reported,search_query,place_name,phase,central_contacts,overall_officials
NCT04571567,COMPLETED,20.0,ACTUAL,2022,IV-VI,0,0,0,1,1,1,Mount Sinai West Dermatolgy,New York,New York,10023,40.7801263,-73.9820716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Sinai West Dermatolgy, New York, New York 10023",Dermatology Services at Mount Sinai West,PHASE4,[],"[{'name': 'Saakshi Khattri, M.D.', 'affiliation': 'Icahn School of Medicine at Mount Sinai', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03681470,COMPLETED,20.0,ACTUAL,2022,"IV, V, VI",0,0,0,1,1,1,Mount Sinai West,New York,New York,10023,40.7698391,-73.98716639999999,0.0,1.0,0.0,16.0,0.0,0.0,3.0,"Mount Sinai West, New York, New York 10023",Mount Sinai West,PHASE4,[],"[{'name': 'Saakshi Khattri, MD', 'affiliation': 'Icahn School of Medicine at Mount Sinai', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03506477,COMPLETED,25.0,ACTUAL,2021,IV-VI,0,0,0,1,1,1,Mount Sinai West,New York,New York,10023,40.7698391,-73.98716639999999,0.0,6.0,2.0,26.0,0.0,0.0,16.0,"Mount Sinai West, New York, New York 10023",Mount Sinai West,PHASE4,[],"[{'name': 'Andrew Alexis, MD, MPH', 'affiliation': 'Icahn School of Medicine at Mount Sinai', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00555646,TERMINATED,6.0,ACTUAL,2021,I-VI,1,1,1,1,1,1,Mount Sinai School of Medicine,New York,New York,10029,40.79001179999999,-73.95374140000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Sinai School of Medicine, New York, New York 10029",Icahn School of Medicine at Mount Sinai,PHASE2,[],"[{'name': 'Amir Larian, MD', 'affiliation': 'Icahn School of Medicine at Mount Sinai', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01247818,COMPLETED,99.0,ACTUAL,2012,I-VI,1,1,1,1,1,1,Mount Sinai School of Medicine,New York,New York,10029,40.79001179999999,-73.95374140000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Sinai School of Medicine, New York, New York 10029",Icahn School of Medicine at Mount Sinai,PHASE2,[],"[{'name': 'Eric Wachter, Ph.D.', 'affiliation': 'Provectus Pharmaceuticals', 'role': 'STUDY_DIRECTOR'}]"
NCT00941278,COMPLETED,30.0,ESTIMATED,2010,I-VI,1,1,1,1,1,1,Mount Sinai School of Medicine,New York,New York,10029,40.79001179999999,-73.95374140000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mount Sinai School of Medicine, New York, New York 10029",Icahn School of Medicine at Mount Sinai,PHASE2,[],"[{'name': 'Eric Wachter, PhD', 'affiliation': 'Provectus Pharmaceuticals', 'role': 'STUDY_DIRECTOR'}]"
NCT03409965,COMPLETED,21.0,ACTUAL,2018,I-VI,1,1,1,1,1,1,Moradi M.D.,Vista,California,92083,33.1858347,-117.2852629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Moradi M.D., Vista, California 92083",Moradi MD Cosmetic Surgery,NA,[],"[{'name': 'Kari Larson, MBA', 'affiliation': 'Sponsor GmbH', 'role': 'STUDY_DIRECTOR'}]"
NCT04540900,ACTIVE_NOT_RECRUITING,85.0,ACTUAL,2025,I-IV,1,1,1,1,0,0,Mission Dermatology,Rancho Santa Margarita,California,92688,33.6383921,-117.6101823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mission Dermatology, Rancho Santa Margarita, California 92688",Mission Dermatology Center,PHASE1,[],[]
NCT06477172,RECRUITING,500.0,ESTIMATED,2025,All,1,1,1,1,1,1,Mirror Plastic Surgery,St. Petersburg,Florida,33701,27.8265129,-82.6384087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mirror Plastic Surgery, St. Petersburg, Florida 33701",Tampa Bay Cosmetic Surgery Center,N/A,"[{'name': 'Lisa Campbell, PhD', 'role': 'CONTACT', 'phone': '858-997-7447', 'email': 'lisa.campbell@acorn.me'}]","[{'name': 'Drew Taylor, PhD', 'affiliation': 'Acorn Biolabs', 'role': 'STUDY_CHAIR'}]"
NCT00933543,COMPLETED,107.0,ACTUAL,2013,I-VI,1,1,1,1,1,1,Minnesota Clinical Study Center,Fridley,Minnesota,55432,45.0707285,-93.1879058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Minnesota Clinical Study Center, Fridley, Minnesota 55432",Minnesota Clinical Study Center,PHASE2,[],"[{'name': 'Lawrence F. Eichenfield, M.D', 'affiliation': ""Children's Specialists of San Diego / Rady Children's Hospital San Diego"", 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00933543,COMPLETED,107.0,ACTUAL,2013,I-VI,1,1,1,1,1,1,Milton S. Hershey Medical Center,Hershey,Pennsylvania,17033,40.2637903,-76.6765984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Milton S. Hershey Medical Center, Hershey, Pennsylvania 17033",Penn State Health Milton S. Hershey Medical Center,PHASE2,[],"[{'name': 'Lawrence F. Eichenfield, M.D', 'affiliation': ""Children's Specialists of San Diego / Rady Children's Hospital San Diego"", 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04957446,UNKNOWN,10.0,ESTIMATED,2021,I-IV,1,1,1,1,0,0,Michelle Malanga,New York,New York,10075,40.6802382,-74.41068659999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Michelle Malanga, New York, New York 10075","Michelle Malanga, LCSW",NA,"[{'name': 'Michelle Malanga, MPA', 'role': 'CONTACT', 'phone': '2112-772-7242', 'email': 'mmalanga@sadickdermatology.com'}]","[{'name': 'Neil Sadick, M.D.', 'affiliation': 'Sadick Research Group', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04185909,COMPLETED,55.0,ACTUAL,2022,III,0,0,1,0,0,0,"Michael Lin, MD",Sherman Oaks,California,91403,34.1548222,-118.4711939,0.0,0.0,0.0,0.0,55.0,0.0,0.0,"Michael Lin, MD, Sherman Oaks, California 91403","Michael Lin, MD",NA,[],"[{'name': 'Edward Zimmerman, MD', 'affiliation': 'Aesthetic Revolution Las Vegas', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT00947505,COMPLETED,49.0,ACTUAL,2012,I-IV,1,1,1,1,0,0,"Michael Jarratt, MD",Austin,Texas,78759,30.36692,-97.743385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Michael Jarratt, MD, Austin, Texas 78759",Jarratt Michael T MD,NA,[],"[{'name': 'Michael Jarratt, M.D.', 'affiliation': 'DermaResearch, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Abe Marcadis, M.D.', 'affiliation': 'Palm Beach Research Center', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03286283,COMPLETED,55.0,ACTUAL,2022,III,0,0,1,0,0,0,Miami Plastic Surgery,Miami,Florida,33176,25.6821584,-80.3358456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Plastic Surgery, Miami, Florida 33176",Miami Plastic Surgery,NA,[],"[{'name': 'Cindy Ponce, BS(ACS)', 'affiliation': 'Apyx Medical (formerly Bovie Medical Corporation)', 'role': 'STUDY_DIRECTOR'}]"
NCT05372419,COMPLETED,90.0,ACTUAL,2025,IV-VI,0,0,0,1,1,1,Miami Dermatology and Laser Research,Miami,Florida,33173,25.696573,-80.334605,6.0,10.0,4.0,70.0,0.0,0.0,0.0,"Miami Dermatology and Laser Research, Miami, Florida 33173",Miami Dermatology And Laser Institute,PHASE3,[],"[{'name': 'Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)', 'affiliation': 'Eli Lilly and Company', 'role': 'STUDY_DIRECTOR'}]"
NCT03573271,UNKNOWN,20.0,ESTIMATED,2018,I-IV,1,1,1,1,0,0,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology and Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],[]
NCT03583918,COMPLETED,50.0,ACTUAL,2018,"I, II, III",1,1,1,0,0,0,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology and Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],"[{'name': 'Patricia E Krantz, MBA', 'affiliation': 'Cytrellis Biosystems, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT05171894,RECRUITING,84.0,ESTIMATED,2024,I-VI,1,1,1,1,1,1,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology and Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,PHASE2,"[{'name': 'Xuejing Cheng', 'role': 'CONTACT', 'phone': '00-86-021-58953355', 'email': 'xjcheng@fd-zj.com'}]",[]
NCT04202419,COMPLETED,30.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Miami Dermatology and Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology and Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],"[{'name': 'Jill S Waibel, M.D', 'affiliation': 'Miami Dermatology and Laser Institute', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology & Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],[]
NCT03818555,UNKNOWN,125.0,ESTIMATED,2020,"I, II, III",1,1,1,0,0,0,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology & Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],"[{'name': 'VP, Clinical & Regulatory Affairs', 'affiliation': 'Sebacia, Inc.', 'role': 'STUDY_DIRECTOR'}]"
NCT03782038,UNKNOWN,30.0,ESTIMATED,2018,I-VI,1,1,1,1,1,1,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology & Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],[]
NCT03793348,UNKNOWN,35.0,ESTIMATED,2019,I-IV,1,1,1,1,0,0,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology & Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],[]
NCT02268474,COMPLETED,22.0,ACTUAL,2023,I-III,1,1,1,0,0,0,Miami Dermatology & Laser Institute,Miami,Florida,33173,25.696573,-80.334605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Miami Dermatology & Laser Institute, Miami, Florida 33173",Miami Dermatology And Laser Institute,NA,[],"[{'name': 'Stephen Ronan, MD', 'affiliation': 'Study Principal Investigator', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05411484,ACTIVE_NOT_RECRUITING,10.0,ACTUAL,2024,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials And Outcome in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MGH Clinical Unit for Research Trials And Outcome, Boston, Massachusetts 02114",Mass General Department of Dermatology,PHASE2,[],"[{'name': 'Dieter Manstein, MD, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04839692,COMPLETED,37.0,ACTUAL,2023,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials & Outcomes in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MGH Clinical Unit for Research Trials & Outcomes Research, Boston, Massachusetts 02114",Mass General Department of Dermatology,PHASE4,[],"[{'name': 'Dieter Manstein, MD, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Neera Nathan, MD, MSHS', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04466527,ACTIVE_NOT_RECRUITING,22.0,ESTIMATED,2025,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials & Outcomes in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MGH Clinical Unit for Research Trials & Outcomes in Skin, Boston, Massachusetts 02114",Mass General Department of Dermatology,NA,[],"[{'name': 'Dieter Manstein, MD, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT05329493,COMPLETED,6.0,ACTUAL,2025,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials & Outcomes in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,6.0,0.0,0.0,"MGH Clinical Unit for Research Trials & Outcomes in Skin, Boston, Massachusetts 02114",Mass General Department of Dermatology,NA,[],"[{'name': 'Dieter Manstein, MD, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04567537,ACTIVE_NOT_RECRUITING,20.0,ESTIMATED,2025,All,1,1,1,1,1,1,MGH Clinical Unit for Research Trials & Outcomes in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MGH Clinical Unit for Research Trials & Outcomes in Skin, Boston, Massachusetts 02114",Mass General Department of Dermatology,NA,[],"[{'name': 'Dieter Manstein, MD, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03415685,TERMINATED,39.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Metro Dermatology,Elmhurst,New York,11373,40.7469926,-73.8859409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Metro Dermatology, Elmhurst, New York 11373",Metro Dermatology - Elmhurst,NA,[],"[{'name': 'Kari Larson, MBA', 'affiliation': 'Sponsor GmbH', 'role': 'STUDY_DIRECTOR'}]"
NCT02029716,COMPLETED,109.0,ACTUAL,2025,I-IV,1,1,1,1,0,0,Medpace Clinical Pharmacology Unit,Cincinnati,Ohio,45212,39.1574256,-84.40130649999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Medpace Clinical Pharmacology Unit, Cincinnati, Ohio 45212",Medpace Clinical Pharmacology LLC,PHASE1,[],[]
NCT05328388,COMPLETED,50.0,ACTUAL,2022,All,1,1,1,1,1,1,Media Lab Science,Los Angeles,California,91604,34.0198959,-118.4960217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Media Lab Science, Los Angeles, California 91604",MediaLab.AI,NA,[],[]
NCT02528552,UNKNOWN,80.0,ESTIMATED,2016,I-IV,1,1,1,1,0,0,"MedaPhase, Inc.",Newnan,Georgia,30263,33.3785849,-84.7613804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"MedaPhase, Inc., Newnan, Georgia 30263",MedaPhase Inc,PHASE2,[],[]
NCT05097157,COMPLETED,79.0,ACTUAL,2022,I-VI,1,1,1,1,1,1,McDaniel Institute of Anti-Aging Research,Virginia Beach,Virginia,23462,36.85293,-75.97799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McDaniel Institute of Anti-Aging Research, Virginia Beach, Virginia 23462",NO_RESULTS_FOUND,NA,[],"[{'name': 'Jennifer Civiok', 'affiliation': 'Cynosure, Inc.', 'role': 'STUDY_DIRECTOR'}, {'name': 'Sean Doherty', 'affiliation': 'Cynosure, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Robert Weiss', 'affiliation': 'Maryland Dermatology Laser, Skin, & Vein Institute, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Emil Tanghetti', 'affiliation': 'Center for Dermatology and Laser Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'David McDaniel', 'affiliation': 'McDaniel Institute of Anti-Aging Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01787461,COMPLETED,194.0,ACTUAL,2015,I-IV,1,1,1,1,0,0,McDaniel Institute of Anti-Aging Research,Virginia Beach,Virginia,23462,36.85293,-75.97799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McDaniel Institute of Anti-Aging Research, Virginia Beach, Virginia 23462",NO_RESULTS_FOUND,PHASE4,[],"[{'name': 'Pfizer CT.gov Call Center', 'affiliation': 'Pfizer', 'role': 'STUDY_DIRECTOR'}]"
NCT03594721,COMPLETED,12.0,ACTUAL,2018,All,1,1,1,1,1,1,McDaniel Institute of Anti Aging Research,Virginia Beach,Virginia,23462,36.85293,-75.97799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McDaniel Institute of Anti Aging Research, Virginia Beach, Virginia 23462",NO_RESULTS_FOUND,NA,[],"[{'name': 'Elizabeth Makino', 'affiliation': 'Allergan', 'role': 'STUDY_DIRECTOR'}]"
NCT04829227,COMPLETED,45.0,ACTUAL,2022,I-VI,1,1,1,1,1,1,McDaniel Institute of Aging Research,Virginia Beach,Virginia,23462,36.85293,-75.97799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McDaniel Institute of Aging Research, Virginia Beach, Virginia 23462",NO_RESULTS_FOUND,PHASE3,[],"[{'name': 'Ruthie Amir, MD', 'affiliation': 'Sofwave', 'role': 'STUDY_DIRECTOR'}]"
NCT04523961,COMPLETED,22.0,ACTUAL,2025,I-IV,1,1,1,1,0,0,Mayo Clinic in Arizona,Scottsdale,Arizona,85259,33.5852073,-111.7927669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mayo Clinic in Arizona, Scottsdale, Arizona 85259",Mayo Clinic,"PHASE2, PHASE3",[],"[{'name': 'Elika Hoss', 'affiliation': 'Mayo Clinic', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03775031,UNKNOWN,20.0,ESTIMATED,2020,I-II,1,1,0,0,0,0,Massachusetts General Hospital Clinical Unit for Research Trials and Outcomes in Skin,Boston,Massachusetts,02114,42.3625323,-71.0645676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital Clinical Unit for Research Trials and Outcomes in Skin, Boston, Massachusetts 02114",Mass General Department of Dermatology,NA,"[{'name': 'Molly Wanner, MD', 'role': 'CONTACT', 'phone': '617-726-5066', 'email': 'mwanner@mgh.harvard.edu'}]",[]
NCT04178161,UNKNOWN,15.0,ESTIMATED,2019,All,1,1,1,1,1,1,Massachusetts General Hospital - Wellman Center for Photomedicine,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital - Wellman Center for Photomedicine, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,"[{'name': 'Yakir Levin, MD, PhD', 'role': 'CONTACT', 'phone': '617-726-3827', 'email': 'ylevin2@partners.org'}]","[{'name': 'R Rox Anderson, MD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03901417,UNKNOWN,10.0,ESTIMATED,2020,I-III,1,1,1,0,0,0,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,[],"[{'name': 'Mathew Avram, MD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03311191,TERMINATED,11.0,ACTUAL,2019,"I, II, III, IV",1,1,1,1,0,0,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,N/A,[],"[{'name': 'Conor L Evans, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03380845,COMPLETED,4.0,ACTUAL,2019,III-VI,0,0,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,[],"[{'name': 'Mathew Avram, MD', 'affiliation': 'MGH', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01686841,COMPLETED,11.0,ACTUAL,2025,I-III,1,1,1,0,0,0,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,[],"[{'name': 'Rox Anderson, MD', 'affiliation': 'MGH', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02458976,UNKNOWN,20.0,ESTIMATED,2017,All,1,1,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,"[{'name': 'Kachiu Lee, MD', 'role': 'CONTACT', 'phone': '617-371-4711', 'email': 'klee52@mgh.harvard.edu'}, {'name': 'Beverly Dammin', 'role': 'CONTACT', 'phone': '617-726-3308', 'email': 'bdammin@mgh.harvard.edu'}]","[{'name': 'R R Anderson, MD', 'affiliation': 'MGH', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT04103164,SUSPENDED,10.0,ESTIMATED,2019,I-VI,1,1,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,[],"[{'name': 'Rox Anderson, MD', 'affiliation': 'MGH', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT01662713,COMPLETED,10.0,ACTUAL,2023,I-VI,1,1,1,1,1,1,Massachusetts General Hospital,Boston,Massachusetts,02114,42.3625651,-71.068394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts General Hospital, Boston, Massachusetts 02114",Massachusetts General Hospital,NA,[],"[{'name': 'Benjamin Vakoc, PhD', 'affiliation': 'Massachusetts General Hospital', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03115944,UNKNOWN,21.0,ESTIMATED,2017,I-VI,1,1,1,1,1,1,Maryland Plastic Surgery,Glen Burnie,Maryland,21061,39.0732241,-76.6343615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Plastic Surgery, Glen Burnie, Maryland 21061",Maryland Plastic Surgery,NA,[],[]
NCT02465775,UNKNOWN,60.0,ESTIMATED,2016,I-VI,1,1,1,1,1,1,"Maryland Laser, Skin, & Vein Institute, LLC",Hunt Valley,Maryland,21030,39.472291,-76.6368194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Laser, Skin, & Vein Institute, LLC, Hunt Valley, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",NA,"[{'name': 'Robert Weiss, MD', 'role': 'CONTACT', 'phone': '410-666-3960', 'email': ''}]","[{'name': 'Robert Weiss, MD', 'affiliation': '54 Scot Adams Road, Hunt Valley Baltimore USA', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'William P. Colem, MD', 'affiliation': 'Coleman Center for Cosmetic Dermatologic Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02488083,UNKNOWN,60.0,ESTIMATED,2016,I-VI,1,1,1,1,1,1,"Maryland Laser, Skin, & Vein Institute",Baltimore,Maryland,21030,39.472291,-76.6368194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Laser, Skin, & Vein Institute, Baltimore, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",NA,"[{'name': 'Robert Weiss, MD', 'role': 'CONTACT', 'phone': '410-666-3960', 'email': ''}]","[{'name': 'Robert Weiss, MD', 'affiliation': 'Maryland Laser Skin and Vein Institute', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT02217228,COMPLETED,394.0,ACTUAL,2017,"I, II, III",1,1,1,0,0,0,"Maryland Laser, Skin & Vein Institute",Hunt Valley,Maryland,21030,39.472291,-76.6368194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Laser, Skin & Vein Institute, Hunt Valley, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",NA,[],[]
NCT05171894,RECRUITING,84.0,ESTIMATED,2024,I-VI,1,1,1,1,1,1,"Maryland Dermatology, Laser, Skin & Vein Institute",Hunt Valley,Maryland,21030,39.472291,-76.6368194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Dermatology, Laser, Skin & Vein Institute, Hunt Valley, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",PHASE2,"[{'name': 'Xuejing Cheng', 'role': 'CONTACT', 'phone': '00-86-021-58953355', 'email': 'xjcheng@fd-zj.com'}]",[]
NCT05097157,COMPLETED,79.0,ACTUAL,2022,I-VI,1,1,1,1,1,1,"Maryland Dermatology Laser, Skin, & Vein Institute, LLC.",Hunt Valley,Maryland,21030,39.472291,-76.6368194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland Dermatology Laser, Skin, & Vein Institute, LLC., Hunt Valley, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",NA,[],"[{'name': 'Jennifer Civiok', 'affiliation': 'Cynosure, Inc.', 'role': 'STUDY_DIRECTOR'}, {'name': 'Sean Doherty', 'affiliation': 'Cynosure, Inc.', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Robert Weiss', 'affiliation': 'Maryland Dermatology Laser, Skin, & Vein Institute, LLC', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'Emil Tanghetti', 'affiliation': 'Center for Dermatology and Laser Surgery', 'role': 'PRINCIPAL_INVESTIGATOR'}, {'name': 'David McDaniel', 'affiliation': 'McDaniel Institute of Anti-Aging Research', 'role': 'PRINCIPAL_INVESTIGATOR'}]"
NCT03361176,COMPLETED,30.0,ACTUAL,2019,I-VI,1,1,1,1,1,1,"Maryland Dermatology Laser, Skin and Vein Institute",Hunt Valley,Maryland,21030,39.472291,-76.6368194,0.0,2.0,0.0,0.0,58.0,0.0,0.0,"Maryland Dermatology Laser, Skin and Vein Institute, Hunt Valley, Maryland 21030","Maryland Dermatology, Laser, Skin & Vein Institute",PHASE4,[],[]
